1,1,4.6756982803344726e-05
1,11,4.667544364929199e-05
1,21,4.6540021896362305e-05
1,31,4.731893539428711e-05
1,41,4.7095775604248045e-05
1,51,4.7619342803955076e-05
1,61,4.757285118103027e-05
1,71,4.75468635559082e-05
1,81,4.7324419021606444e-05
1,91,4.872846603393555e-05
1,101,4.952859878540039e-05
1,111,4.985523223876953e-05
1,121,4.9948930740356446e-05
1,131,4.9358367919921875e-05
1,141,4.94534969329834e-05
1,151,4.927921295166016e-05
1,161,4.928874969482422e-05
1,171,4.908943176269531e-05
1,181,4.9506902694702146e-05
1,191,4.958438873291016e-05
1,201,4.9376726150512695e-05
1,211,4.982209205627441e-05
1,221,4.922795295715332e-05
1,231,4.967164993286133e-05
1,241,4.9375295639038086e-05
1,251,4.946255683898926e-05
1,261,4.9295902252197266e-05
1,271,4.9283504486083986e-05
1,281,4.972624778747559e-05
1,291,4.9530506134033205e-05
1,301,4.919624328613281e-05
1,311,4.9237012863159176e-05
1,321,4.88886833190918e-05
11,1,5.184841156005859e-05
11,11,5.189919471740723e-05
11,21,5.149054527282715e-05
11,31,5.158233642578125e-05
11,41,5.307459831237793e-05
11,51,5.28256893157959e-05
11,61,5.2324533462524415e-05
11,71,5.226731300354004e-05
11,81,5.27496337890625e-05
11,91,5.259561538696289e-05
11,101,5.2692890167236326e-05
11,111,5.2402496337890625e-05
11,121,5.257248878479004e-05
11,131,5.239605903625488e-05
11,141,5.2825212478637695e-05
11,151,5.27791976928711e-05
11,161,5.233311653137207e-05
11,171,5.2531957626342775e-05
11,181,5.265569686889649e-05
11,191,5.250811576843262e-05
11,201,5.25970458984375e-05
11,211,5.265045166015625e-05
11,221,5.2960634231567385e-05
11,231,5.244135856628418e-05
11,241,5.2681207656860355e-05
11,251,5.2175283432006836e-05
11,261,5.244016647338867e-05
11,271,5.239033699035645e-05
11,281,5.245065689086914e-05
11,291,5.2748680114746094e-05
11,301,5.309700965881348e-05
11,311,5.3206682205200193e-05
11,321,5.278587341308594e-05
21,1,5.68850040435791e-05
21,11,5.6027412414550783e-05
21,21,5.5689096450805664e-05
21,31,5.631709098815918e-05
21,41,5.7353973388671876e-05
21,51,5.684304237365723e-05
21,61,5.706024169921875e-05
21,71,5.690789222717285e-05
21,81,5.7140111923217776e-05
21,91,5.7449579238891605e-05
21,101,5.733633041381836e-05
21,111,5.704331398010254e-05
21,121,5.736804008483887e-05
21,131,5.7934761047363283e-05
21,141,5.752420425415039e-05
21,151,5.699491500854492e-05
21,161,5.7071447372436523e-05
21,171,5.7393550872802734e-05
21,181,5.728316307067871e-05
21,191,5.715823173522949e-05
21,201,5.735921859741211e-05
21,211,5.707979202270508e-05
21,221,5.757713317871094e-05
21,231,5.689692497253418e-05
21,241,5.7408332824707034e-05
21,251,5.6674480438232424e-05
21,261,5.714988708496094e-05
21,271,5.746912956237793e-05
21,281,5.7272911071777343e-05
21,291,5.7501792907714845e-05
21,301,5.7236194610595704e-05
21,311,5.7355403900146485e-05
21,321,5.7875871658325194e-05
31,1,6.034183502197266e-05
31,11,6.0189962387084964e-05
31,21,6.0700178146362304e-05
31,31,6.0147285461425784e-05
31,41,6.172466278076172e-05
31,51,6.077694892883301e-05
31,61,6.113958358764648e-05
31,71,6.12037181854248e-05
31,81,6.140398979187012e-05
31,91,6.167054176330567e-05
31,101,6.191396713256835e-05
31,111,6.21507167816162e-05
31,121,6.192231178283691e-05
31,131,6.116771697998046e-05
31,141,6.171655654907227e-05
31,151,6.14168643951416e-05
31,161,6.128382682800293e-05
31,171,6.187200546264648e-05
31,181,6.181049346923828e-05
31,191,6.121611595153809e-05
