1,1,2.1680355072021484e-05
1,2,2.2315502166748047e-05
1,3,1.8604278564453124e-05
1,4,2.0067214965820314e-05
1,5,2.0112991333007812e-05
1,6,1.8878936767578124e-05
1,7,2.0114898681640624e-05
1,8,2.0143508911132812e-05
1,9,2.0897865295410156e-05
1,10,1.9086837768554687e-05
1,11,2.077198028564453e-05
1,12,1.9512653350830078e-05
1,13,1.9251346588134764e-05
1,14,1.956462860107422e-05
1,15,1.9924640655517576e-05
1,16,1.9509315490722657e-05
1,17,1.9704818725585937e-05
1,18,2.0064353942871095e-05
1,19,2.0368099212646486e-05
1,20,1.9942283630371095e-05
1,21,2.046394348144531e-05
1,22,1.9979476928710937e-05
1,23,2.0077705383300782e-05
1,24,2.020883560180664e-05
1,25,2.0923614501953126e-05
1,26,2.1121501922607423e-05
1,27,2.0323753356933594e-05
1,28,2.0334720611572267e-05
1,29,2.0761966705322264e-05
1,30,2.0386219024658203e-05
1,31,2.0812034606933594e-05
1,32,2.097892761230469e-05
1,33,2.0936489105224608e-05
1,34,2.1030902862548827e-05
1,35,2.1113395690917968e-05
1,36,2.1270751953125e-05
1,37,2.1840572357177733e-05
1,38,2.1965503692626952e-05
1,39,2.1419525146484376e-05
1,40,2.1312713623046874e-05
1,41,2.2815227508544922e-05
1,42,2.218484878540039e-05
1,43,2.153301239013672e-05
1,44,2.2139549255371094e-05
1,45,2.2521018981933592e-05
1,46,2.248382568359375e-05
1,47,2.2868156433105468e-05
1,48,2.2129535675048828e-05
1,49,2.273750305175781e-05
1,50,2.2832870483398438e-05
2,1,2.078676223754883e-05
2,2,2.1575927734375e-05
2,3,2.1605491638183595e-05
2,4,2.226877212524414e-05
2,5,2.1827220916748046e-05
2,6,2.2434234619140626e-05
2,7,2.2169113159179686e-05
2,8,2.2702693939208983e-05
2,9,2.2368907928466798e-05
2,10,2.2476673126220703e-05
2,11,2.3494720458984374e-05
2,12,2.306365966796875e-05
2,13,2.3505687713623048e-05
2,14,2.3714065551757812e-05
2,15,2.4005889892578126e-05
2,16,2.3956775665283203e-05
2,17,2.3413658142089842e-05
2,18,2.359342575073242e-05
2,19,2.43988037109375e-05
2,20,2.470588684082031e-05
2,21,2.4822235107421874e-05
2,22,2.4348735809326173e-05
2,23,2.4494647979736328e-05
2,24,2.445030212402344e-05
2,25,2.472972869873047e-05
2,26,2.494621276855469e-05
2,27,2.5279521942138672e-05
2,28,2.5290966033935548e-05
2,29,2.5718212127685548e-05
2,30,2.557086944580078e-05
2,31,2.538776397705078e-05
2,32,2.5368690490722655e-05
2,33,2.605152130126953e-05
2,34,2.6230812072753905e-05
2,35,2.642059326171875e-05
2,36,2.6319503784179687e-05
2,37,2.6511192321777343e-05
2,38,2.6717662811279296e-05
2,39,2.6999950408935546e-05
2,40,2.6651859283447266e-05
2,41,2.660655975341797e-05
2,42,2.645397186279297e-05
2,43,2.69927978515625e-05
2,44,2.685737609863281e-05
2,45,2.7479171752929688e-05
2,46,2.7489185333251954e-05
2,47,2.7148246765136718e-05
2,48,2.7699470520019533e-05
2,49,2.7950763702392577e-05
2,50,2.9424667358398437e-05
3,1,2.3996829986572267e-05
3,2,2.4559974670410156e-05
3,3,2.469491958618164e-05
3,4,2.5006771087646483e-05
3,5,2.5093555450439453e-05
3,6,2.521657943725586e-05
3,7,2.6246070861816407e-05
3,8,2.6407241821289064e-05
3,9,2.6485443115234374e-05
3,10,2.645587921142578e-05
3,11,2.685689926147461e-05
3,12,2.6468753814697266e-05
3,13,2.68402099609375e-05
3,14,2.7161598205566408e-05
3,15,2.7206897735595704e-05
3,16,2.7309417724609374e-05
3,17,2.793121337890625e-05
3,18,2.832603454589844e-05
3,19,2.8702259063720702e-05
3,20,2.8647899627685547e-05
3,21,2.837371826171875e-05
3,22,2.9018402099609376e-05
3,23,2.9340267181396484e-05
3,24,2.9421329498291016e-05
3,25,2.980327606201172e-05
3,26,2.988147735595703e-05
3,27,2.968740463256836e-05
3,28,2.9918193817138673e-05
3,29,3.012561798095703e-05
3,30,3.052520751953125e-05
3,31,3.072214126586914e-05
3,32,3.087282180786133e-05
3,33,3.0920028686523435e-05
3,34,3.0497074127197266e-05
3,35,3.0832767486572266e-05
3,36,3.0554771423339845e-05
3,37,3.15241813659668e-05
3,38,3.195953369140625e-05
3,39,3.145360946655273e-05
3,40,3.149175643920899e-05
3,41,3.2361507415771486e-05
3,42,3.241157531738281e-05
